Iteration,ManagementArea,ActivatedDOValues,ActivatedDO,MatchedDO,MostImportantGoal,TotalNumberOfDO,BiomassHarvested,ManageAreaMaturityPercent,Biomass
16,1,"50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50","MM10-1_DO1,MM1-1_DO1,MM11-1_DO1,MM12-1_DO1,MM13-1_DO1,MM14-1_DO1,MM15-1_DO1,MM16-1_DO1,MM17-1_DO1,MM18-1_DO1,MM19-1_DO1,MM20-1_DO1,MM2-1_DO1,MM21-1_DO1,MM22-1_DO1,MM23-1_DO1,MM24-1_DO1,MM25-1_DO1,MM26-1_DO1,MM27-1_DO1,MM28-1_DO1,MM29-1_DO1,MM3-1_DO1,MM4-1_DO1,MM5-1_DO1,MM6-1_DO1,MM7-1_DO1,MM8-1_DO1,MM9-1_DO1","MM10-1_DO1,MM10-1_DO2,MM10-1_DO3,MM1-1_DO1,MM1-1_DO2,MM1-1_DO3,MM11-1_DO1,MM11-1_DO2,MM11-1_DO3,MM12-1_DO1,MM12-1_DO2,MM12-1_DO3,MM13-1_DO1,MM13-1_DO2,MM13-1_DO3,MM14-1_DO1,MM14-1_DO2,MM14-1_DO3,MM15-1_DO1,MM15-1_DO2,MM15-1_DO3,MM16-1_DO1,MM16-1_DO2,MM16-1_DO3,MM17-1_DO1,MM17-1_DO2,MM17-1_DO3,MM18-1_DO1,MM18-1_DO2,MM18-1_DO3,MM19-1_DO1,MM19-1_DO2,MM19-1_DO3,MM20-1_DO1,MM20-1_DO2,MM20-1_DO3,MM2-1_DO1,MM2-1_DO2,MM2-1_DO3,MM21-1_DO1,MM21-1_DO2,MM21-1_DO3,MM22-1_DO1,MM22-1_DO2,MM22-1_DO3,MM23-1_DO1,MM23-1_DO2,MM23-1_DO3,MM24-1_DO1,MM24-1_DO2,MM24-1_DO3,MM25-1_DO1,MM25-1_DO2,MM25-1_DO3,MM26-1_DO1,MM26-1_DO2,MM26-1_DO3,MM27-1_DO1,MM27-1_DO2,MM27-1_DO3,MM28-1_DO1,MM28-1_DO2,MM28-1_DO3,MM29-1_DO1,MM29-1_DO2,MM29-1_DO3,MM3-1_DO1,MM3-1_DO2,MM3-1_DO3,MM4-1_DO1,MM4-1_DO2,MM4-1_DO3,MM5-1_DO1,MM5-1_DO2,MM5-1_DO3,MM6-1_DO1,MM6-1_DO2,MM6-1_DO3,MM7-1_DO1,MM7-1_DO2,MM7-1_DO3,MM8-1_DO1,MM8-1_DO2,MM8-1_DO3,MM9-1_DO1,MM9-1_DO2,MM9-1_DO3",G1,87,453483.51000000001,89.907786708419351,7537967.625
16,2,"50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50","MM10-1_DO1,MM1-1_DO1,MM11-1_DO1,MM12-1_DO1,MM13-1_DO1,MM14-1_DO1,MM15-1_DO1,MM16-1_DO1,MM17-1_DO1,MM18-1_DO1,MM19-1_DO1,MM20-1_DO1,MM2-1_DO1,MM21-1_DO1,MM22-1_DO1,MM23-1_DO1,MM24-1_DO1,MM25-1_DO1,MM26-1_DO1,MM27-1_DO1,MM28-1_DO1,MM29-1_DO1,MM3-1_DO1,MM4-1_DO1,MM5-1_DO1,MM6-1_DO1,MM7-1_DO1,MM8-1_DO1,MM9-1_DO1","MM10-1_DO1,MM10-1_DO2,MM10-1_DO3,MM1-1_DO1,MM1-1_DO2,MM1-1_DO3,MM11-1_DO1,MM11-1_DO2,MM11-1_DO3,MM12-1_DO1,MM12-1_DO2,MM12-1_DO3,MM13-1_DO1,MM13-1_DO2,MM13-1_DO3,MM14-1_DO1,MM14-1_DO2,MM14-1_DO3,MM15-1_DO1,MM15-1_DO2,MM15-1_DO3,MM16-1_DO1,MM16-1_DO2,MM16-1_DO3,MM17-1_DO1,MM17-1_DO2,MM17-1_DO3,MM18-1_DO1,MM18-1_DO2,MM18-1_DO3,MM19-1_DO1,MM19-1_DO2,MM19-1_DO3,MM20-1_DO1,MM20-1_DO2,MM20-1_DO3,MM2-1_DO1,MM2-1_DO2,MM2-1_DO3,MM21-1_DO1,MM21-1_DO2,MM21-1_DO3,MM22-1_DO1,MM22-1_DO2,MM22-1_DO3,MM23-1_DO1,MM23-1_DO2,MM23-1_DO3,MM24-1_DO1,MM24-1_DO2,MM24-1_DO3,MM25-1_DO1,MM25-1_DO2,MM25-1_DO3,MM26-1_DO1,MM26-1_DO2,MM26-1_DO3,MM27-1_DO1,MM27-1_DO2,MM27-1_DO3,MM28-1_DO1,MM28-1_DO2,MM28-1_DO3,MM29-1_DO1,MM29-1_DO2,MM29-1_DO3,MM3-1_DO1,MM3-1_DO2,MM3-1_DO3,MM4-1_DO1,MM4-1_DO2,MM4-1_DO3,MM5-1_DO1,MM5-1_DO2,MM5-1_DO3,MM6-1_DO1,MM6-1_DO2,MM6-1_DO3,MM7-1_DO1,MM7-1_DO2,MM7-1_DO3,MM8-1_DO1,MM8-1_DO2,MM8-1_DO3,MM9-1_DO1,MM9-1_DO2,MM9-1_DO3",G1,87,376115.84000000003,84.338407342309523,7386814.2999999998
17,3,"50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50","MM10-1_DO1,MM1-1_DO1,MM11-1_DO1,MM12-1_DO1,MM13-1_DO1,MM14-1_DO1,MM15-1_DO1,MM16-1_DO1,MM17-1_DO1,MM18-1_DO1,MM19-1_DO1,MM20-1_DO1,MM2-1_DO1,MM21-1_DO1,MM22-1_DO1,MM23-1_DO1,MM24-1_DO1,MM25-1_DO1,MM26-1_DO1,MM27-1_DO1,MM28-1_DO1,MM29-1_DO1,MM3-1_DO1,MM4-1_DO1,MM5-1_DO1,MM6-1_DO1,MM7-1_DO1,MM8-1_DO1,MM9-1_DO1","MM10-1_DO1,MM10-1_DO2,MM10-1_DO3,MM1-1_DO1,MM1-1_DO2,MM1-1_DO3,MM11-1_DO1,MM11-1_DO2,MM11-1_DO3,MM12-1_DO1,MM12-1_DO2,MM12-1_DO3,MM13-1_DO1,MM13-1_DO2,MM13-1_DO3,MM14-1_DO1,MM14-1_DO2,MM14-1_DO3,MM15-1_DO1,MM15-1_DO2,MM15-1_DO3,MM16-1_DO1,MM16-1_DO2,MM16-1_DO3,MM17-1_DO1,MM17-1_DO2,MM17-1_DO3,MM18-1_DO1,MM18-1_DO2,MM18-1_DO3,MM19-1_DO1,MM19-1_DO2,MM19-1_DO3,MM20-1_DO1,MM20-1_DO2,MM20-1_DO3,MM2-1_DO1,MM2-1_DO2,MM2-1_DO3,MM21-1_DO1,MM21-1_DO2,MM21-1_DO3,MM22-1_DO1,MM22-1_DO2,MM22-1_DO3,MM23-1_DO1,MM23-1_DO2,MM23-1_DO3,MM24-1_DO1,MM24-1_DO2,MM24-1_DO3,MM25-1_DO1,MM25-1_DO2,MM25-1_DO3,MM26-1_DO1,MM26-1_DO2,MM26-1_DO3,MM27-1_DO1,MM27-1_DO2,MM27-1_DO3,MM28-1_DO1,MM28-1_DO2,MM28-1_DO3,MM29-1_DO1,MM29-1_DO2,MM29-1_DO3,MM3-1_DO1,MM3-1_DO2,MM3-1_DO3,MM4-1_DO1,MM4-1_DO2,MM4-1_DO3,MM5-1_DO1,MM5-1_DO2,MM5-1_DO3,MM6-1_DO1,MM6-1_DO2,MM6-1_DO3,MM7-1_DO1,MM7-1_DO2,MM7-1_DO3,MM8-1_DO1,MM8-1_DO2,MM8-1_DO3,MM9-1_DO1,MM9-1_DO2,MM9-1_DO3",G1,87,168841.17499999999,90.831491176572158,6298349.5949999997
17,1,"50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50","MM10-1_DO1,MM1-1_DO1,MM11-1_DO1,MM12-1_DO1,MM13-1_DO1,MM14-1_DO1,MM15-1_DO1,MM16-1_DO1,MM17-1_DO1,MM18-1_DO1,MM19-1_DO1,MM20-1_DO1,MM2-1_DO1,MM21-1_DO1,MM22-1_DO1,MM23-1_DO1,MM24-1_DO1,MM25-1_DO1,MM26-1_DO1,MM27-1_DO1,MM28-1_DO1,MM29-1_DO1,MM3-1_DO1,MM4-1_DO1,MM5-1_DO1,MM6-1_DO1,MM7-1_DO1,MM8-1_DO1,MM9-1_DO1","MM10-1_DO1,MM10-1_DO2,MM10-1_DO3,MM1-1_DO1,MM1-1_DO2,MM1-1_DO3,MM11-1_DO1,MM11-1_DO2,MM11-1_DO3,MM12-1_DO1,MM12-1_DO2,MM12-1_DO3,MM13-1_DO1,MM13-1_DO2,MM13-1_DO3,MM14-1_DO1,MM14-1_DO2,MM14-1_DO3,MM15-1_DO1,MM15-1_DO2,MM15-1_DO3,MM16-1_DO1,MM16-1_DO2,MM16-1_DO3,MM17-1_DO1,MM17-1_DO2,MM17-1_DO3,MM18-1_DO1,MM18-1_DO2,MM18-1_DO3,MM19-1_DO1,MM19-1_DO2,MM19-1_DO3,MM20-1_DO1,MM20-1_DO2,MM20-1_DO3,MM2-1_DO1,MM2-1_DO2,MM2-1_DO3,MM21-1_DO1,MM21-1_DO2,MM21-1_DO3,MM22-1_DO1,MM22-1_DO2,MM22-1_DO3,MM23-1_DO1,MM23-1_DO2,MM23-1_DO3,MM24-1_DO1,MM24-1_DO2,MM24-1_DO3,MM25-1_DO1,MM25-1_DO2,MM25-1_DO3,MM26-1_DO1,MM26-1_DO2,MM26-1_DO3,MM27-1_DO1,MM27-1_DO2,MM27-1_DO3,MM28-1_DO1,MM28-1_DO2,MM28-1_DO3,MM29-1_DO1,MM29-1_DO2,MM29-1_DO3,MM3-1_DO1,MM3-1_DO2,MM3-1_DO3,MM4-1_DO1,MM4-1_DO2,MM4-1_DO3,MM5-1_DO1,MM5-1_DO2,MM5-1_DO3,MM6-1_DO1,MM6-1_DO2,MM6-1_DO3,MM7-1_DO1,MM7-1_DO2,MM7-1_DO3,MM8-1_DO1,MM8-1_DO2,MM8-1_DO3,MM9-1_DO1,MM9-1_DO2,MM9-1_DO3",G1,87,396926.52000000002,89.852325187459329,7682633.4800000004
17,2,"50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50","MM10-1_DO1,MM1-1_DO1,MM11-1_DO1,MM12-1_DO1,MM13-1_DO1,MM14-1_DO1,MM15-1_DO1,MM16-1_DO1,MM17-1_DO1,MM18-1_DO1,MM19-1_DO1,MM20-1_DO1,MM2-1_DO1,MM21-1_DO1,MM22-1_DO1,MM23-1_DO1,MM24-1_DO1,MM25-1_DO1,MM26-1_DO1,MM27-1_DO1,MM28-1_DO1,MM29-1_DO1,MM3-1_DO1,MM4-1_DO1,MM5-1_DO1,MM6-1_DO1,MM7-1_DO1,MM8-1_DO1,MM9-1_DO1","MM10-1_DO1,MM10-1_DO2,MM10-1_DO3,MM1-1_DO1,MM1-1_DO2,MM1-1_DO3,MM11-1_DO1,MM11-1_DO2,MM11-1_DO3,MM12-1_DO1,MM12-1_DO2,MM12-1_DO3,MM13-1_DO1,MM13-1_DO2,MM13-1_DO3,MM14-1_DO1,MM14-1_DO2,MM14-1_DO3,MM15-1_DO1,MM15-1_DO2,MM15-1_DO3,MM16-1_DO1,MM16-1_DO2,MM16-1_DO3,MM17-1_DO1,MM17-1_DO2,MM17-1_DO3,MM18-1_DO1,MM18-1_DO2,MM18-1_DO3,MM19-1_DO1,MM19-1_DO2,MM19-1_DO3,MM20-1_DO1,MM20-1_DO2,MM20-1_DO3,MM2-1_DO1,MM2-1_DO2,MM2-1_DO3,MM21-1_DO1,MM21-1_DO2,MM21-1_DO3,MM22-1_DO1,MM22-1_DO2,MM22-1_DO3,MM23-1_DO1,MM23-1_DO2,MM23-1_DO3,MM24-1_DO1,MM24-1_DO2,MM24-1_DO3,MM25-1_DO1,MM25-1_DO2,MM25-1_DO3,MM26-1_DO1,MM26-1_DO2,MM26-1_DO3,MM27-1_DO1,MM27-1_DO2,MM27-1_DO3,MM28-1_DO1,MM28-1_DO2,MM28-1_DO3,MM29-1_DO1,MM29-1_DO2,MM29-1_DO3,MM3-1_DO1,MM3-1_DO2,MM3-1_DO3,MM4-1_DO1,MM4-1_DO2,MM4-1_DO3,MM5-1_DO1,MM5-1_DO2,MM5-1_DO3,MM6-1_DO1,MM6-1_DO2,MM6-1_DO3,MM7-1_DO1,MM7-1_DO2,MM7-1_DO3,MM8-1_DO1,MM8-1_DO2,MM8-1_DO3,MM9-1_DO1,MM9-1_DO2,MM9-1_DO3",G1,87,264020.48499999999,84.241353292782946,7570858.4249999998
18,3,"50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50","MM10-1_DO1,MM1-1_DO1,MM11-1_DO1,MM12-1_DO1,MM13-1_DO1,MM14-1_DO1,MM15-1_DO1,MM16-1_DO1,MM17-1_DO1,MM18-1_DO1,MM19-1_DO1,MM20-1_DO1,MM2-1_DO1,MM21-1_DO1,MM22-1_DO1,MM23-1_DO1,MM24-1_DO1,MM25-1_DO1,MM26-1_DO1,MM27-1_DO1,MM28-1_DO1,MM29-1_DO1,MM3-1_DO1,MM4-1_DO1,MM5-1_DO1,MM6-1_DO1,MM7-1_DO1,MM8-1_DO1,MM9-1_DO1","MM10-1_DO1,MM10-1_DO2,MM10-1_DO3,MM1-1_DO1,MM1-1_DO2,MM1-1_DO3,MM11-1_DO1,MM11-1_DO2,MM11-1_DO3,MM12-1_DO1,MM12-1_DO2,MM12-1_DO3,MM13-1_DO1,MM13-1_DO2,MM13-1_DO3,MM14-1_DO1,MM14-1_DO2,MM14-1_DO3,MM15-1_DO1,MM15-1_DO2,MM15-1_DO3,MM16-1_DO1,MM16-1_DO2,MM16-1_DO3,MM17-1_DO1,MM17-1_DO2,MM17-1_DO3,MM18-1_DO1,MM18-1_DO2,MM18-1_DO3,MM19-1_DO1,MM19-1_DO2,MM19-1_DO3,MM20-1_DO1,MM20-1_DO2,MM20-1_DO3,MM2-1_DO1,MM2-1_DO2,MM2-1_DO3,MM21-1_DO1,MM21-1_DO2,MM21-1_DO3,MM22-1_DO1,MM22-1_DO2,MM22-1_DO3,MM23-1_DO1,MM23-1_DO2,MM23-1_DO3,MM24-1_DO1,MM24-1_DO2,MM24-1_DO3,MM25-1_DO1,MM25-1_DO2,MM25-1_DO3,MM26-1_DO1,MM26-1_DO2,MM26-1_DO3,MM27-1_DO1,MM27-1_DO2,MM27-1_DO3,MM28-1_DO1,MM28-1_DO2,MM28-1_DO3,MM29-1_DO1,MM29-1_DO2,MM29-1_DO3,MM3-1_DO1,MM3-1_DO2,MM3-1_DO3,MM4-1_DO1,MM4-1_DO2,MM4-1_DO3,MM5-1_DO1,MM5-1_DO2,MM5-1_DO3,MM6-1_DO1,MM6-1_DO2,MM6-1_DO3,MM7-1_DO1,MM7-1_DO2,MM7-1_DO3,MM8-1_DO1,MM8-1_DO2,MM8-1_DO3,MM9-1_DO1,MM9-1_DO2,MM9-1_DO3",G1,87,170137.70000000001,90.726179354313658,6154598.9299999997
18,1,"50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50","MM10-1_DO1,MM1-1_DO1,MM11-1_DO1,MM12-1_DO1,MM13-1_DO1,MM14-1_DO1,MM15-1_DO1,MM16-1_DO1,MM17-1_DO1,MM18-1_DO1,MM19-1_DO1,MM20-1_DO1,MM2-1_DO1,MM21-1_DO1,MM22-1_DO1,MM23-1_DO1,MM24-1_DO1,MM25-1_DO1,MM26-1_DO1,MM27-1_DO1,MM28-1_DO1,MM29-1_DO1,MM3-1_DO1,MM4-1_DO1,MM5-1_DO1,MM6-1_DO1,MM7-1_DO1,MM8-1_DO1,MM9-1_DO1","MM10-1_DO1,MM10-1_DO2,MM10-1_DO3,MM1-1_DO1,MM1-1_DO2,MM1-1_DO3,MM11-1_DO1,MM11-1_DO2,MM11-1_DO3,MM12-1_DO1,MM12-1_DO2,MM12-1_DO3,MM13-1_DO1,MM13-1_DO2,MM13-1_DO3,MM14-1_DO1,MM14-1_DO2,MM14-1_DO3,MM15-1_DO1,MM15-1_DO2,MM15-1_DO3,MM16-1_DO1,MM16-1_DO2,MM16-1_DO3,MM17-1_DO1,MM17-1_DO2,MM17-1_DO3,MM18-1_DO1,MM18-1_DO2,MM18-1_DO3,MM19-1_DO1,MM19-1_DO2,MM19-1_DO3,MM20-1_DO1,MM20-1_DO2,MM20-1_DO3,MM2-1_DO1,MM2-1_DO2,MM2-1_DO3,MM21-1_DO1,MM21-1_DO2,MM21-1_DO3,MM22-1_DO1,MM22-1_DO2,MM22-1_DO3,MM23-1_DO1,MM23-1_DO2,MM23-1_DO3,MM24-1_DO1,MM24-1_DO2,MM24-1_DO3,MM25-1_DO1,MM25-1_DO2,MM25-1_DO3,MM26-1_DO1,MM26-1_DO2,MM26-1_DO3,MM27-1_DO1,MM27-1_DO2,MM27-1_DO3,MM28-1_DO1,MM28-1_DO2,MM28-1_DO3,MM29-1_DO1,MM29-1_DO2,MM29-1_DO3,MM3-1_DO1,MM3-1_DO2,MM3-1_DO3,MM4-1_DO1,MM4-1_DO2,MM4-1_DO3,MM5-1_DO1,MM5-1_DO2,MM5-1_DO3,MM6-1_DO1,MM6-1_DO2,MM6-1_DO3,MM7-1_DO1,MM7-1_DO2,MM7-1_DO3,MM8-1_DO1,MM8-1_DO2,MM8-1_DO3,MM9-1_DO1,MM9-1_DO2,MM9-1_DO3",G1,87,209170.215,89.839894902454404,7504576.7750000004
18,2,"50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50","MM10-1_DO1,MM1-1_DO1,MM11-1_DO1,MM12-1_DO1,MM13-1_DO1,MM14-1_DO1,MM15-1_DO1,MM16-1_DO1,MM17-1_DO1,MM18-1_DO1,MM19-1_DO1,MM20-1_DO1,MM2-1_DO1,MM21-1_DO1,MM22-1_DO1,MM23-1_DO1,MM24-1_DO1,MM25-1_DO1,MM26-1_DO1,MM27-1_DO1,MM28-1_DO1,MM29-1_DO1,MM3-1_DO1,MM4-1_DO1,MM5-1_DO1,MM6-1_DO1,MM7-1_DO1,MM8-1_DO1,MM9-1_DO1","MM10-1_DO1,MM10-1_DO2,MM10-1_DO3,MM1-1_DO1,MM1-1_DO2,MM1-1_DO3,MM11-1_DO1,MM11-1_DO2,MM11-1_DO3,MM12-1_DO1,MM12-1_DO2,MM12-1_DO3,MM13-1_DO1,MM13-1_DO2,MM13-1_DO3,MM14-1_DO1,MM14-1_DO2,MM14-1_DO3,MM15-1_DO1,MM15-1_DO2,MM15-1_DO3,MM16-1_DO1,MM16-1_DO2,MM16-1_DO3,MM17-1_DO1,MM17-1_DO2,MM17-1_DO3,MM18-1_DO1,MM18-1_DO2,MM18-1_DO3,MM19-1_DO1,MM19-1_DO2,MM19-1_DO3,MM20-1_DO1,MM20-1_DO2,MM20-1_DO3,MM2-1_DO1,MM2-1_DO2,MM2-1_DO3,MM21-1_DO1,MM21-1_DO2,MM21-1_DO3,MM22-1_DO1,MM22-1_DO2,MM22-1_DO3,MM23-1_DO1,MM23-1_DO2,MM23-1_DO3,MM24-1_DO1,MM24-1_DO2,MM24-1_DO3,MM25-1_DO1,MM25-1_DO2,MM25-1_DO3,MM26-1_DO1,MM26-1_DO2,MM26-1_DO3,MM27-1_DO1,MM27-1_DO2,MM27-1_DO3,MM28-1_DO1,MM28-1_DO2,MM28-1_DO3,MM29-1_DO1,MM29-1_DO2,MM29-1_DO3,MM3-1_DO1,MM3-1_DO2,MM3-1_DO3,MM4-1_DO1,MM4-1_DO2,MM4-1_DO3,MM5-1_DO1,MM5-1_DO2,MM5-1_DO3,MM6-1_DO1,MM6-1_DO2,MM6-1_DO3,MM7-1_DO1,MM7-1_DO2,MM7-1_DO3,MM8-1_DO1,MM8-1_DO2,MM8-1_DO3,MM9-1_DO1,MM9-1_DO2,MM9-1_DO3",G1,87,220574.14999999999,84.206016876863842,7387212.04
19,3,"50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50","MM10-1_DO1,MM1-1_DO1,MM11-1_DO1,MM12-1_DO1,MM13-1_DO1,MM14-1_DO1,MM15-1_DO1,MM16-1_DO1,MM17-1_DO1,MM18-1_DO1,MM19-1_DO1,MM20-1_DO1,MM2-1_DO1,MM21-1_DO1,MM22-1_DO1,MM23-1_DO1,MM24-1_DO1,MM25-1_DO1,MM26-1_DO1,MM27-1_DO1,MM28-1_DO1,MM29-1_DO1,MM3-1_DO1,MM4-1_DO1,MM5-1_DO1,MM6-1_DO1,MM7-1_DO1,MM8-1_DO1,MM9-1_DO1","MM10-1_DO1,MM10-1_DO2,MM10-1_DO3,MM1-1_DO1,MM1-1_DO2,MM1-1_DO3,MM11-1_DO1,MM11-1_DO2,MM11-1_DO3,MM12-1_DO1,MM12-1_DO2,MM12-1_DO3,MM13-1_DO1,MM13-1_DO2,MM13-1_DO3,MM14-1_DO1,MM14-1_DO2,MM14-1_DO3,MM15-1_DO1,MM15-1_DO2,MM15-1_DO3,MM16-1_DO1,MM16-1_DO2,MM16-1_DO3,MM17-1_DO1,MM17-1_DO2,MM17-1_DO3,MM18-1_DO1,MM18-1_DO2,MM18-1_DO3,MM19-1_DO1,MM19-1_DO2,MM19-1_DO3,MM20-1_DO1,MM20-1_DO2,MM20-1_DO3,MM2-1_DO1,MM2-1_DO2,MM2-1_DO3,MM21-1_DO1,MM21-1_DO2,MM21-1_DO3,MM22-1_DO1,MM22-1_DO2,MM22-1_DO3,MM23-1_DO1,MM23-1_DO2,MM23-1_DO3,MM24-1_DO1,MM24-1_DO2,MM24-1_DO3,MM25-1_DO1,MM25-1_DO2,MM25-1_DO3,MM26-1_DO1,MM26-1_DO2,MM26-1_DO3,MM27-1_DO1,MM27-1_DO2,MM27-1_DO3,MM28-1_DO1,MM28-1_DO2,MM28-1_DO3,MM29-1_DO1,MM29-1_DO2,MM29-1_DO3,MM3-1_DO1,MM3-1_DO2,MM3-1_DO3,MM4-1_DO1,MM4-1_DO2,MM4-1_DO3,MM5-1_DO1,MM5-1_DO2,MM5-1_DO3,MM6-1_DO1,MM6-1_DO2,MM6-1_DO3,MM7-1_DO1,MM7-1_DO2,MM7-1_DO3,MM8-1_DO1,MM8-1_DO2,MM8-1_DO3,MM9-1_DO1,MM9-1_DO2,MM9-1_DO3",G1,87,66803.085000000006,90.603709885155098,6266846.46
19,1,"50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50","MM10-1_DO1,MM1-1_DO1,MM11-1_DO1,MM12-1_DO1,MM13-1_DO1,MM14-1_DO1,MM15-1_DO1,MM16-1_DO1,MM17-1_DO1,MM18-1_DO1,MM19-1_DO1,MM20-1_DO1,MM2-1_DO1,MM21-1_DO1,MM22-1_DO1,MM23-1_DO1,MM24-1_DO1,MM25-1_DO1,MM26-1_DO1,MM27-1_DO1,MM28-1_DO1,MM29-1_DO1,MM3-1_DO1,MM4-1_DO1,MM5-1_DO1,MM6-1_DO1,MM7-1_DO1,MM8-1_DO1,MM9-1_DO1","MM10-1_DO1,MM10-1_DO2,MM10-1_DO3,MM1-1_DO1,MM1-1_DO2,MM1-1_DO3,MM11-1_DO1,MM11-1_DO2,MM11-1_DO3,MM12-1_DO1,MM12-1_DO2,MM12-1_DO3,MM13-1_DO1,MM13-1_DO2,MM13-1_DO3,MM14-1_DO1,MM14-1_DO2,MM14-1_DO3,MM15-1_DO1,MM15-1_DO2,MM15-1_DO3,MM16-1_DO1,MM16-1_DO2,MM16-1_DO3,MM17-1_DO1,MM17-1_DO2,MM17-1_DO3,MM18-1_DO1,MM18-1_DO2,MM18-1_DO3,MM19-1_DO1,MM19-1_DO2,MM19-1_DO3,MM20-1_DO1,MM20-1_DO2,MM20-1_DO3,MM2-1_DO1,MM2-1_DO2,MM2-1_DO3,MM21-1_DO1,MM21-1_DO2,MM21-1_DO3,MM22-1_DO1,MM22-1_DO2,MM22-1_DO3,MM23-1_DO1,MM23-1_DO2,MM23-1_DO3,MM24-1_DO1,MM24-1_DO2,MM24-1_DO3,MM25-1_DO1,MM25-1_DO2,MM25-1_DO3,MM26-1_DO1,MM26-1_DO2,MM26-1_DO3,MM27-1_DO1,MM27-1_DO2,MM27-1_DO3,MM28-1_DO1,MM28-1_DO2,MM28-1_DO3,MM29-1_DO1,MM29-1_DO2,MM29-1_DO3,MM3-1_DO1,MM3-1_DO2,MM3-1_DO3,MM4-1_DO1,MM4-1_DO2,MM4-1_DO3,MM5-1_DO1,MM5-1_DO2,MM5-1_DO3,MM6-1_DO1,MM6-1_DO2,MM6-1_DO3,MM7-1_DO1,MM7-1_DO2,MM7-1_DO3,MM8-1_DO1,MM8-1_DO2,MM8-1_DO3,MM9-1_DO1,MM9-1_DO2,MM9-1_DO3",G1,87,111767.80499999999,89.757950432671564,7709505.3650000002
19,2,"50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50","MM10-1_DO1,MM1-1_DO1,MM11-1_DO1,MM12-1_DO1,MM13-1_DO1,MM14-1_DO1,MM15-1_DO1,MM16-1_DO1,MM17-1_DO1,MM18-1_DO1,MM19-1_DO1,MM20-1_DO1,MM2-1_DO1,MM21-1_DO1,MM22-1_DO1,MM23-1_DO1,MM24-1_DO1,MM25-1_DO1,MM26-1_DO1,MM27-1_DO1,MM28-1_DO1,MM29-1_DO1,MM3-1_DO1,MM4-1_DO1,MM5-1_DO1,MM6-1_DO1,MM7-1_DO1,MM8-1_DO1,MM9-1_DO1","MM10-1_DO1,MM10-1_DO2,MM10-1_DO3,MM1-1_DO1,MM1-1_DO2,MM1-1_DO3,MM11-1_DO1,MM11-1_DO2,MM11-1_DO3,MM12-1_DO1,MM12-1_DO2,MM12-1_DO3,MM13-1_DO1,MM13-1_DO2,MM13-1_DO3,MM14-1_DO1,MM14-1_DO2,MM14-1_DO3,MM15-1_DO1,MM15-1_DO2,MM15-1_DO3,MM16-1_DO1,MM16-1_DO2,MM16-1_DO3,MM17-1_DO1,MM17-1_DO2,MM17-1_DO3,MM18-1_DO1,MM18-1_DO2,MM18-1_DO3,MM19-1_DO1,MM19-1_DO2,MM19-1_DO3,MM20-1_DO1,MM20-1_DO2,MM20-1_DO3,MM2-1_DO1,MM2-1_DO2,MM2-1_DO3,MM21-1_DO1,MM21-1_DO2,MM21-1_DO3,MM22-1_DO1,MM22-1_DO2,MM22-1_DO3,MM23-1_DO1,MM23-1_DO2,MM23-1_DO3,MM24-1_DO1,MM24-1_DO2,MM24-1_DO3,MM25-1_DO1,MM25-1_DO2,MM25-1_DO3,MM26-1_DO1,MM26-1_DO2,MM26-1_DO3,MM27-1_DO1,MM27-1_DO2,MM27-1_DO3,MM28-1_DO1,MM28-1_DO2,MM28-1_DO3,MM29-1_DO1,MM29-1_DO2,MM29-1_DO3,MM3-1_DO1,MM3-1_DO2,MM3-1_DO3,MM4-1_DO1,MM4-1_DO2,MM4-1_DO3,MM5-1_DO1,MM5-1_DO2,MM5-1_DO3,MM6-1_DO1,MM6-1_DO2,MM6-1_DO3,MM7-1_DO1,MM7-1_DO2,MM7-1_DO3,MM8-1_DO1,MM8-1_DO2,MM8-1_DO3,MM9-1_DO1,MM9-1_DO2,MM9-1_DO3",G1,87,143652.23499999999,84.062065677766469,7557641.4649999999
